class,crop,condition,healthy,path,mean_r,mean_g,mean_b,std_r,std_g,std_b,green_ratio,excess_green,redness_index,mean_hue,mean_saturation,mean_value,brightness,laplacian_var,edge_density,gray_std,gray_entropy,corner_std,background_fraction,corner_brightness
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/c0f4f71a-8f53-4a0a-816f-d400a445680a___FREC_Scab 3459.JPG,107.25251007080078,109.94447326660156,121.44107055664062,28.123170852661133,23.089279174804688,48.894813537597656,0.3360597789287567,-8.804627418518066,-0.0167227815836668,93.6334303252551,71.41701211734694,133.88942920918367,112.87935638427734,22.904634649283885,0.01207748724489796,26.08861432738542,6.54562818423657,14.478649592673149,0.4724170918367347,139.39192708333334
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/b4b9c80a-f741-416d-a7e6-6d9566ea731e___FREC_Scab 3399.JPG,107.52730560302734,113.25552368164062,96.29402160644531,36.4473991394043,29.584627151489258,47.08709716796875,0.37326672673225403,22.689712524414062,-0.03219717741012573,94.83005819515306,67.45129145408163,118.72267617984694,105.6922836303711,119.63614697279607,0.021205357142857144,32.41315100340193,6.662600265742899,15.580415562302198,0.393375318877551,137.92390046296296
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/7e4bbd7a-b494-426f-9f08-755ce4a399e7___FREC_Scab 3331.JPG,99.10504913330078,105.08344268798828,110.49878692626953,29.18503189086914,23.788209915161133,41.04363250732422,0.34453365206718445,0.5630580186843872,-0.02989877201616764,101.12689333545919,61.24286511479592,121.07985889668367,104.89575958251953,147.3138138430658,0.022421077806122448,26.060275627526256,6.545097325414394,25.141411837877353,0.5218829719387755,119.2785011574074
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/b0744c40-7396-4efb-9d0e-d7b1f22a9dd4___FREC_Scab 3407.JPG,69.48692321777344,85.12408447265625,83.56409454345703,34.06438446044922,26.539865493774414,45.108089447021484,0.38106101751327515,17.197145462036133,-0.09493570029735565,92.07089046556122,84.77329799107143,97.24336336096938,79.3917007446289,299.98512600442365,0.027483258928571428,29.62647039884636,6.7448313984949175,16.675163426700276,0.3401426977040816,113.72280092592592
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/de6e3dd8-b2b8-4bce-aa4f-83cc514f2007___FREC_Scab 3511.JPG,75.55201721191406,97.3758544921875,106.42558288574219,27.11347198486328,24.67243194580078,43.850791931152344,0.35963594913482666,12.774115562438965,-0.09179381281137466,93.22456951530613,93.14182079081633,117.0875318877551,93.1178207397461,312.3225035180851,0.026327327806122448,25.945591577217453,6.636162377875838,26.334240902161174,0.34799505739795916,113.4035011574074
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/808207df-2000-4050-a720-bd23997710b8___FREC_Scab 3270.JPG,134.7079315185547,144.83718872070312,124.74691009521484,39.15966033935547,30.983613967895508,50.51313781738281,0.37237268686294556,30.219547271728516,-0.03942769765853882,85.5159837372449,70.08687420280613,153.89006696428572,134.76400756835938,1064.3021531202355,0.09650031887755102,33.40882474691866,6.890050936664397,28.683058607555342,0.39473054846938777,148.4019097222222
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/b24daaef-81e1-47fc-a858-b8c8b346d956___FREC_Scab 2927.JPG,120.28665161132812,131.0991668701172,107.35189819335938,56.31353759765625,35.04679489135742,69.29316711425781,0.40931740403175354,34.55978775024414,-0.07970929890871048,92.8497090242347,89.72165975765306,138.0608059630102,119.57923889160156,604.5615397067628,0.0538703762755102,44.94160498326791,6.834001994395862,22.742315223095975,0.3564453125,156.4782986111111
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/f777466d-15ee-4269-b90c-0d64bd099c0f___FREC_Scab 3409.JPG,72.70284271240234,83.15879821777344,91.35760498046875,28.665470123291016,19.267183303833008,37.73488998413086,0.3540024757385254,2.257154703140259,-0.06612549722194672,99.32934072066327,78.2739556760204,98.97835618622449,82.40641784667969,32.82365590818025,0.004324776785714286,23.20647971186834,6.24599339400639,10.893024621163477,0.4771006058673469,106.7092013888889
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/b84c8919-1f8c-4751-a759-e0ec84839020___FREC_Scab 3264.JPG,121.33868408203125,128.39505004882812,109.65399932861328,44.96666717529297,38.56298828125,54.97705841064453,0.37312453985214233,25.797412872314453,-0.036126937717199326,90.7515943877551,78.26628268494898,137.96908880739795,119.7959213256836,1390.1313003192888,0.11270328443877552,40.22285288256286,7.069904888299846,48.83942666162321,0.12595663265306123,118.21846064814815
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/d9a98a38-faa1-47dc-9710-28a86f024a29___FREC_Scab 3490.JPG,76.04137420654297,94.92721557617188,105.54251098632812,29.294614791870117,24.01395606994629,41.97572326660156,0.3556063771247864,8.270547866821289,-0.08272328972816467,93.8975605867347,90.62996253188776,115.48112643494898,92.17036437988281,187.21286891212768,0.016302614795918366,25.909827710721206,6.258012702219338,20.513538439470704,0.4434191645408163,106.61357060185185
Apple___Apple_scab,Apple,Apple scab,False,/home/hamse/ML/crop-disease-mlops/data/train/Apple___Apple_scab/55cd6283-a5b1-47e9-b061-c7692c8ba781___FREC_Scab 3460.JPG,103.25065612792969,116.6494369506836,99.67205810546875,34.782318115234375,21.379791259765625,42.050533294677734,0.3824596405029297,30.376155853271484,-0.06302438676357269,91.53878348214286,60.99842554209184,120.72142059948979,106.5240478515625,139.4832778475474,0.026526626275510203,27.001040695750138,6.6029906340244535,10.886623866848717,0.40280213647959184,140.36125578703704
